
a	 : 2
jp.ac.sendai-ct.info	 : 1
jp.ac.shimane-med	 : 1
jp.ac.shimane-u	 : 1
jp.ac.shinshu-u	 : 1
jp.ac.shizuoka.eng	 : 2
jp.ac.shizuoka.ipcs	 : 1
jp.ac.sit	 : 1
jp.ac.soka.t.mokuren2	 : 1
jp.ac.sophia.cc	 : 2
jp.ac.sut.kagu.yy	 : 1
jp.ac.sut.noda.is	 : 1
jp.ac.takuma-ct.cc	 : 1
jp.ac.titech.is	 : 1
jp.ac.tiu	 : 1
jp.ac.tohoku-gakuin.tscc	 : 1
jp.ac.tohoku.gw	 : 2
jp.ac.tohoku.riec.shiratori	 : 1
jp.ac.tohoku.sal	 : 1
jp.ac.tsukuba.geo	 : 2
jp.ac.tsukuba.is.softlab	 : 1
jp.ac.tuad.informatics	 : 1
jp.ac.u-aizu	 : 3
jp.ac.u-gakugei	 : 1
jp.ac.u-ryukyu.eve	 : 1
jp.ac.u-ryukyu.ie	 : 2
jp.ac.u-shizuoka-ken	 : 1
jp.ac.u-tokai.scc	 : 1
jp.ac.u-tokyo.a.fr	 : 1
jp.ac.u-tokyo.ccsr.ccsr117	 : 1
jp.ac.u-tokyo.ecc	 : 1
jp.ac.u-tokyo.ecc.komaba	 : 2
jp.ac.u-tokyo.iis	 : 1
jp.ac.u-tokyo.ins	 : 1
jp.ac.u-tokyo.j	 : 1
jp.ac.u-tokyo.nc	 : 2
jp.ac.u-tokyo.s.is	 : 1
jp.ac.waseda.human	 : 1
jp.ac.waseda.pc	 : 2
jp.ac.yamagata-u.yz	 : 1
jp.ac.yamaguchi-u.eee	 : 1
jp.ac.yamanashi-med	 : 1
jp.ac.yamanashi.ccn	 : 1
jp.ac.ynu.me.swan	 : 1
jp.ac.yokohama-cu	 : 1
jp.ad.cyber	 : 2
jp.ad.daiichi-is	 : 1
jp.ad.expo96.tth	 : 1
jp.ad.karrn.hakozaki	 : 1
jp.ad.kddnet	 : 1
jp.ad.mesh.ng	 : 3
jp.ad.mesh.os	 : 2
jp.ad.mesh.tk	 : 4
jp.ad.mesh.tm	 : 1
jp.ad.ryukyu	 : 2
jp.ad.triton	 : 1
jp.chiba.kisarazu.kiyokawa-jhs	 : 1
jp.co.adamnet	 : 1
jp.co.alc	 : 1
jp.co.alps	 : 2
jp.co.aplix	 : 1
jp.co.asahi-np	 : 1
jp.co.canon-sales	 : 1
jp.co.canon-soft	 : 2
jp.co.canon.cnds	 : 1
jp.co.cet	 : 1
jp.co.csk.cskb	 : 1
jp.co.denso	 : 1
jp.co.dentsu	 : 1
jp.co.dir	 : 2
jp.co.dnp	 : 2
jp.co.epson	 : 2
jp.co.fdk	 : 1
jp.co.fudo	 : 1
jp.co.fujikura	 : 1
jp.co.fujitsu	 : 5
jp.co.gakken	 : 1
jp.co.hallab	 : 1
jp.co.hepco.lilac	 : 1
jp.co.hitachi	 : 2
jp.co.hitachi-sk.hskiij	 : 2
jp.co.hitachi-sk.plaza	 : 1
jp.co.hudson.gb	 : 1
jp.co.ibm.yamato	 : 3
jp.co.impress	 : 2
jp.co.isid	 : 1
jp.co.jcc	 : 1
jp.co.justsystem.tksinet	 : 1
jp.co.kajima	 : 2
jp.co.kepco	 : 1
jp.co.kiwi	 : 1
jp.co.kk-sec	 : 1
jp.co.koyosha	 : 2
jp.co.macnica	 : 1
jp.co.mdf	 : 1
jp.co.mei	 : 3
jp.co.meitetsu	 : 1
jp.co.melco.melit	 : 2
jp.co.mew	 : 3
jp.co.mitani	 : 2
jp.co.mlj	 : 1
jp.co.mri	 : 1
jp.co.mss.mi	 : 1
jp.co.nec.gate	 : 3
jp.co.nishikawa	 : 1
jp.co.nissan.noc	 : 1
jp.co.nissho-ele	 : 1
jp.co.njk	 : 1
jp.co.nova	 : 1
jp.co.nri	 : 1
jp.co.nst	 : 1
jp.co.ntt-at	 : 1
jp.co.nttdocomo	 : 1
jp.co.ntv	 : 1
jp.co.oki	 : 2
jp.co.omron.wg.h	 : 1
jp.co.onkyo	 : 1
jp.co.oracle	 : 1
jp.co.otsuka-shokai	 : 1
jp.co.pfu	 : 2
jp.co.ricoh	 : 1
jp.co.roland.inetc	 : 1
jp.co.sanyo	 : 1
jp.co.sanyo.semic.head	 : 1
jp.co.secom-sis	 : 1
jp.co.sega	 : 1
jp.co.sharp	 : 2
jp.co.shimz	 : 1
jp.co.shinko	 : 1
jp.co.shiseido	 : 1
jp.co.sii	 : 1
jp.co.sony	 : 4
jp.co.sumikin	 : 1
jp.co.sumitomo-chem	 : 1
jp.co.taisei	 : 1
jp.co.tokyu-agc	 : 1
jp.co.toppan.cdc	 : 2
jp.co.toshiba	 : 4
jp.co.tsi	 : 1
jp.co.uniden	 : 1
jp.co.unisys	 : 1
jp.co.vantan	 : 1
jp.co.ykk	 : 1
jp.go.affrc.cc	 : 1
jp.go.affrc.dna	 : 1
jp.go.affrc.narcb	 : 1
jp.go.affrc.niah	 : 1
jp.go.aist	 : 1
jp.go.etl	 : 1
jp.go.fukui-kg	 : 1
jp.go.kenken	 : 1
jp.go.moc	 : 1
jp.go.mri-jma	 : 2
jp.go.ncc	 : 1
jp.go.riken	 : 1
jp.go.riken.bmc	 : 1
jp.go.sta	 : 1
jp.kek	 : 2
jp.miyazaki.nobeoka.nobeoka-chs	 : 1
jp.ntt.cae.ish	 : 2
jp.ntt.cae.nsc	 : 1
jp.ntt.cae.ps	 : 1
jp.ntt.cae.tsh	 : 1
jp.ntt.cae.vcs	 : 1
jp.ntt.core	 : 2
jp.ntt.noc	 : 3
jp.ntt.tas	 : 4
jp.or.aix	 : 4
jp.or.aix.ppp235037	 : 1
jp.or.alpha-web	 : 2
jp.or.apionet.tottori	 : 1
jp.or.apionet.yonago	 : 1
jp.or.asahi-net	 : 5
jp.or.ask	 : 3
jp.or.at-m	 : 2
jp.or.avisnet	 : 3
jp.or.beingnet	 : 1
jp.or.bekkoame	 : 5
jp.or.bnn-net	 : 5
jp.or.bssnet	 : 1
jp.or.cisnet	 : 1
jp.or.cnet	 : 1
jp.or.coara	 : 1
jp.or.copn	 : 1
jp.or.cyborg	 : 2
jp.or.egg.harajuku	 : 5
jp.or.egg.shinjiko	 : 1
jp.or.eolas-net	 : 1
jp.or.fsinet	 : 2
jp.or.geisya	 : 1
jp.or.gin	 : 1
jp.or.globe	 : 1
jp.or.gulf	 : 2
jp.or.harenet	 : 2
jp.or.hatelecom	 : 2
jp.or.hi-ho	 : 1
jp.or.highway	 : 4
jp.or.ific	 : 1
jp.or.ifnet	 : 3
jp.or.iijnet	 : 2
jp.or.iijnet.n093	 : 1
jp.or.iijnet.n147	 : 1
jp.or.iijnet.n163	 : 1
jp.or.iijnet.n171	 : 1
jp.or.iijnet.po	 : 5
jp.or.imasy	 : 1
jp.or.imicom	 : 1
jp.or.inforyukyu	 : 2
jp.or.infosphere	 : 5
jp.or.infoweb	 : 1
jp.or.infoweb.makuhari	 : 1
jp.or.infoweb.nagoya	 : 1
jp.or.infoweb.sapporo	 : 2
jp.or.infoweb.sendai	 : 1
jp.or.infoweb.tokyo	 : 2
jp.or.infoweb.x25	 : 2
jp.or.inst.net	 : 1
jp.or.intercity	 : 1
jp.or.interlink	 : 1
jp.or.interlink.osaka.max	 : 1
jp.or.interlink.ppp	 : 3
jp.or.interlink.tokyo.max	 : 1
jp.or.jah	 : 1
jp.or.jeton	 : 5
jp.or.jfrca	 : 1
jp.or.jisedai	 : 1
jp.or.justnet	 : 3
jp.or.kabinet	 : 1
jp.or.kagawa-net	 : 1
jp.or.ksp	 : 1
jp.or.kyoto-inet	 : 4
jp.or.laterra	 : 1
jp.or.lucksnet.tsuyama	 : 1
jp.or.mahoroba	 : 1
jp.or.marinet	 : 3
jp.or.msn	 : 1
jp.or.nagasaki-noc	 : 1
jp.or.netlaputa	 : 1
jp.or.netspace	 : 3
jp.or.nhk.strl	 : 1
jp.or.niji	 : 1
jp.or.nmda.tepia	 : 2
jp.or.nnc	 : 1
jp.or.nsknet	 : 1
jp.or.nsknet.kanazawa	 : 3
jp.or.oon	 : 5
jp.or.orange	 : 2
jp.or.pcvan	 : 4
jp.or.people	 : 4
jp.or.psn	 : 1
jp.or.rim.hf	 : 2
jp.or.rim.kt	 : 2
jp.or.rim.na	 : 3
jp.or.rim.on	 : 1
jp.or.rim.sm	 : 1
jp.or.rim.st	 : 5
jp.or.rim.yk	 : 4
jp.or.rim.yo	 : 5
jp.or.ringring	 : 2
jp.or.sainet	 : 2
jp.or.sannet.gunma	 : 1
jp.or.sannet.osaka	 : 1
jp.or.scan-net.spm2	 : 1
jp.or.shizuokanet	 : 1
jp.or.so-net	 : 2
jp.or.so-net.ap.fjsw	 : 1
jp.or.so-net.ap.kwsk	 : 1
jp.or.so-net.ap.mitk	 : 1
jp.or.so-net.ap.sngw	 : 1
jp.or.so-net.ap.ykhm	 : 1
jp.or.southernx	 : 1
jp.or.tcp-ip.hmmt	 : 2
jp.or.tcp-ip.tyhs	 : 1
jp.or.threewebnet.osk	 : 4
jp.or.threewebnet.tky	 : 1
jp.or.valley	 : 1
jp.or.wbs	 : 1
jp.or.win	 : 4
jp.or.worldroom	 : 1
jpl	 : 4
jpl.	 : 2
jr.	 : 14
jr.'s	 : 2
jr.*	 : 2
jr.**	 : 8
jr.,	 : 7
jryqk88ky011rgx0bsbszsawegopbsaikaiwbcbvziaeeaetwcbdte9bs1mclsawrc1equdhgevs	 : 1
js10	 : 1
js5	 : 1
js6,	 : 1
jsc	 : 2
jsc,	 : 1
jsc.	 : 1
jtk,	 : 1
juan	 : 6
juan"**	 : 1
juan,	 : 1
jubilados	 : 6
jubilados,	 : 1
jubileuma	 : 1
jubileumok	 : 1
jud	 : 1
judaic	 : 1
judaism	 : 1
judaism,	 : 1
judao-christian	 : 1
judas-csomag.	 : 1
judasmodjara	 : 1
jude	 : 4
judeo-christian	 : 1
judeonaci	 : 1
judeonaci,	 : 1
judeonacizmussal	 : 1
judeonacizmust	 : 1
judge	 : 22
judge's	 : 1
judge,	 : 3
judge.	 : 1
judged	 : 2
judgement	 : 4
judgement,	 : 1
judgement.	 : 1
judgement?	 : 1
judgements	 : 1
judges	 : 11
judges,	 : 1
judging	 : 3
judgment	 : 4
judgment.	 : 1
judgmental	 : 1
judicial	 : 27
judicial-agency	 : 1
judicial.	 : 1
judiciales	 : 2
judicially	 : 1
judicialmente	 : 2
judiciary	 : 7
judiciary's	 : 1
judit	 : 3
judit,	 : 1
judith	 : 3
juditot	 : 1
judson	 : 1
jueces	 : 1
jueguen	 : 1
juelsgt	 : 1
juergen	 : 1
jugar	 : 1
juggling	 : 1
juggling.	 : 1
jugoslavijaprva	 : 1
jugoslavijatelefon:	 : 1
jugoszlav	 : 1
jugoszlavia	 : 4
jugoszlaviaba,	 : 1
jugoszlaviaban	 : 1
jugoszlaviaban,	 : 1
jugoszlaviaban.	 : 1
jugoszlaviai	 : 1
jugoszlaviaja	 : 1
jugoszlaviaosszeomlasaval	 : 1
jugoszlaviat	 : 2
jugoszlaviat,	 : 2
jugoszlaviava	 : 1
jugoszlaviaval	 : 1
juhasz	 : 2
juhokat	 : 1
juice	 : 13
juice,	 : 2
juice.	 : 1
juicer	 : 1
juices	 : 1
juices,	 : 1
juicio	 : 1
juicios	 : 2
juki	 : 1
jukosszal,	 : 1
jukosz	 : 16
jukosz,	 : 1
jukosz-mol-agroilkozotti	 : 1
jukoszazon	 : 1
jukoszellen.	 : 1
jukoszmentett	 : 1
jukosznak	 : 4
jukoszra	 : 1
jukoszt	 : 2
jukoszt.	 : 1
jukosztmint	 : 1
jukosztol	 : 1
jukosztol,	 : 1
jukoszton	 : 1
jul	 : 4
jul.-dec.	 : 1
jules	 : 1
julia	 : 7
juliahoz.	 : 1
julianna	 : 1
julie	 : 1
julie).	 : 2
julie**	 : 3
julie,	 : 2
julien**	 : 1
juliet	 : 4
juliet"**	 : 1
juliet**	 : 4
juliet,	 : 2
julio	 : 6
julius	 : 38
julius30-a	 : 1
juliusahoz	 : 1
juliusatolkoordinatorokat	 : 1
juliusban	 : 8
juliusi	 : 2
juliusra	 : 1
juliustol	 : 2
juliya	 : 1
july	 : 123
july,	 : 48
july.	 : 55
julyafter	 : 1
jump	 : 1
jun	 : 2
jun.	 : 1
june	 : 93
june,	 : 34
june--until	 : 1
june.	 : 45
june96	 : 2
june_	 : 1
junelocal	 : 1
jung's	 : 1
jung,	 : 1
jung.	 : 1
jungian	 : 2
jungle	 : 2
jungle"	 : 2
jungle's	 : 2
jungle**	 : 2
jungle.	 : 2
junio	 : 3
junio,	 : 2
junior	 : 23
junius	 : 40
junius)	 : 1
juniusaban	 : 1
juniusaban,	 : 1
juniusban	 : 3
juniusban,	 : 2
juniusban.	 : 1
juniusi	 : 3
junk	 : 1
junk.	 : 1
junks	 : 1
juntamente	 : 1
juragua,	 : 1
juraj	 : 1
jurgis	 : 1
juries**	 : 1
jurisdiccional	 : 1
jurisdiction	 : 6
jurisdiction',	 : 1
jurisdiction.	 : 1
jurisdictional	 : 9
jurisprudence	 : 2
jurisprudential	 : 1
jurnalul	 : 1
juror,	 : 2
jury	 : 7
jussanak.	 : 1
jusson.	 : 1
jussunk	 : 1
just	 : 87
justice	 : 87
justice's	 : 1
justice**	 : 11
justice,	 : 9
justice.	 : 9
justice.**	 : 1
justice_	 : 1
justices	 : 4
justifiable	 : 3
justifiable,	 : 1
justificar	 : 1
justification	 : 14
justification,	 : 1
justifications	 : 1
justified	 : 3
justified,	 : 1
justify	 : 8
justifying	 : 2
justifyng	 : 1
justinian	 : 1
justinian's	 : 1
justly	 : 1
jut	 : 15
jut,	 : 7
jut.	 : 1
jut.de	 : 1
jutalmarol	 : 1
jutalmat	 : 1
jutalmaz-zak.	 : 1
jutalmazasara	 : 1
jutalmazasat,	 : 1
jutalmazta.	 : 1
jutalmuk.	 : 1
jutalmul	 : 2
jutalom	 : 1
jutalomaz	 : 1
jutalomnak	 : 1
jutas	 : 1
jutasarol,	 : 1
jutashozszukseges	 : 1
juthassunk	 : 1
juthat	 : 3
juthat.	 : 1
juthatnaaz	 : 1
juthatnak	 : 1
juthatnak.nincs	 : 1
juthatott	 : 2
jutna	 : 3
jutnak	 : 3
jutnak,	 : 2
jutni	 : 1
jutni,	 : 2
jutni.	 : 1
jutni.feltetelezik,	 : 1
jutnunk	 : 1
juto	 : 10
jutok,	 : 1
jutott	 : 24
jutott,	 : 6
jutott.	 : 2
jutott.ma	 : 1
jutottak	 : 5
jutottak)?	 : 1
jutottak,	 : 2
jutottak:	 : 1
jutottakel	 : 1
jutottam,	 : 1
jutottunk	 : 1
jutottunk.	 : 1
juttassa	 : 1
juttassael	 : 1
juttassak	 : 3
juttassak.gazdasagpolitika	 : 1
juttasson	 : 1
juttatando	 : 1
juttatasa	 : 1
juttatasok	 : 3
juttatasra	 : 1
juttatasra,	 : 1
juttatasra.a	 : 1
juttatja	 : 2
juttatnak	 : 1
juttatni	 : 2
juttatott	 : 5
juttatott,	 : 1
juttatta	 : 3
juttatta-e	 : 1
juttattak	 : 2
juttattak,	 : 2
juttattuk	 : 1
jutunk	 : 2
jutunk,	 : 1
juvenile	 : 20
juveniles	 : 2
jwkim@atmos.yonsei.ac.kr	 : 1
k	 : 10
k)	 : 1
k-3	 : 1
k-6**	 : 1
k.	 : 9
k.-m.	 : 4
k.-m.,**	 : 3
k.g.	 : 1
k.j.	 : 1
k.m.	 : 1
k100rsh	 : 1
k100s	 : 1
k10as	 : 1
k10msb	 : 1
k10s	 : 1
k10s,	 : 1
k120s	 : 1
k1r	 : 1
k30s	 : 1
k30sh	 : 1
k3s	 : 1
k506	 : 1
k60csh	 : 1
k60s	 : 1
k6ms	 : 1
k6sb	 : 1
ka'nya,	 : 1
kabare,	 : 1
kabaremusorok,	 : 1
kabinet	 : 24
kabinet,	 : 1
kabinetben,	 : 1
kabinetfonok	 : 2
kabinetfonoke	 : 2
kabinetfonokenek	 : 1
kabinetje	 : 1
kabinetjenek	 : 2
kabinetnek,	 : 1
kabinetre	 : 1
kabinetrendszer	 : 1
kabinetrendszerre,	 : 1
kabinettol	 : 1
kabinok.	 : 1
kabitas	 : 1
kabitasok	 : 1
kabitoszer	 : 3
kabitoszer-	 : 1
kabitoszer-kereskedes	 : 1
kabitoszercsempeszesbe	 : 1
kabitoszerek	 : 4
kabitoszerekhez	 : 1
kabitoszerellenes	 : 1
kabitoszerelvezok	 : 1
kabitoszeresek	 : 1
kabitoszerezunk,	 : 1
kabitoszert,	 : 1
kabitoszert.	 : 2
kabitoszerugyekkel.	 : 1
kabuki	 : 1
kabulat	 : 2
kacaganyokkal:	 : 1
kacanik	 : 1
kacsalabon	 : 4
kacsintassal].	 : 1
kacsintgatnak,	 : 1
kacsintsunk	 : 1
kacziba	 : 1
kadannikov,	 : 1
kadar	 : 18
kadar-	 : 2
kadar-idoszakra	 : 1
kadar-kormany	 : 1
kadar-korszak	 : 1
kadar-rendszer	 : 8
kadar-rendszerben	 : 1
kadarbela	 : 1
kadarbelaehoz.	 : 1
kadarek	 : 3
kadarellenesse,	 : 1
kadari	 : 4
kadarista	 : 1
kadarizmus	 : 2
kadarizmusbol".	 : 1
kadarizmusbol]goncz	 : 1
kadarjanonak,	 : 1
kadarjaras	 : 1
kadarjugend	 : 1
kadarkorszakban	 : 1
kadarszemelyes	 : 1
kader	 : 1
kaderdulon	 : 1
kadereinknel.	 : 1
kaderek	 : 1
kadereket	 : 1
kadertisztogatast.	 : 1
kadhafi	 : 1
kadnyi	 : 1
kadri	 : 1
kaemingk	 : 1
kafka	 : 2
kafka's	 : 9
kafka**	 : 8
kafka,	 : 2
kafka.	 : 3
kaganovich.	 : 1
kahn,	 : 1
kahuna	 : 1
kahunas	 : 2
kai	 : 3
kai-shek's	 : 1
kaibab	 : 1
kait|	 : 1
kajan	 : 1
kajdi	 : 1
kaka	 : 1
kakai	 : 1
kakukktojas.ovaribudapest=kereszteny	 : 1
kakukktojasez	 : 1
kakuna	 : 2
kala,	 : 1
kala.	 : 1
kalandjai.	 : 1
kalandjaikcsaladi	 : 1
kalandorok	 : 1
kalandortoke	 : 1
kalandostorteneterol	 : 1
kalapa	 : 1
kalapaccsal	 : 2
kalapacs	 : 1
kalapacsvetes:	 : 1
kalapjat,	 : 1
kalapos	 : 1
kalaposmester	 : 1
kalashnikov.	 : 1
kalaszos	 : 1
kalathere	 : 1
kale,	 : 2
kali	 : 1
kali,	 : 1
kaliforniai	 : 1
kaliforniaiszakcsoportja,	 : 1
kalimantan	 : 2
kalinina,	 : 1
kaliningrad	 : 2
kaliningrad,	 : 1
kaliningrad.	 : 1
kaliumdus	 : 1
kaliummentes	 : 1
kaliumtartalmu	 : 1
kalkulacio	 : 1
kallas	 : 1
kallosemjeni	 : 1
kalman	 : 11
kalman-derived	 : 1
kalmarban)	 : 1
kalocsan	 : 1
kalocsatol	 : 1
kalozkodasra,	 : 1
kalpa	 : 1
kalpa.	 : 1
kaltenbach	 : 1
kaluga	 : 2
kalus	 : 1
kalvoda	 : 1
kam	 : 1
kamara	 : 5
kamarak	 : 1
kamarakrol	 : 1
kamarillairanyitast	 : 1
kamaszok	 : 1
kamatcsokkentesnek	 : 1
kamatfeltetelek	 : 2
kamatfizeteseknek	 : 1
kamatigeret	 : 1
kamatkent	 : 1
kamatkovacs	 : 1
kamatkovacsnak	 : 1
kamatlab	 : 1
kamatlabakat	 : 1
kamatlabat,	 : 1
kamatlabnal2-4%-kal	 : 1
kamatmegtakaritast	 : 1
kamatmentes	 : 1
kamatok	 : 1
kamatot.	 : 1
kamatozik.minden	 : 1
kamatozo	 : 1
kamatpolitikaval.	 : 1
kamatszinvonalon,	 : 1
kamattal	 : 1
kamchatka	 : 2
kamchatka,	 : 1
kameleonpart.	 : 1
kamerafonay	 : 1
kamion	 : 3
kamionallomas	 : 1
kamionblokad]	 : 1
kamionos-szakszervezet	 : 1
kamionstop	 : 2
kamionterminal	 : 2
kamionterminaljanak	 : 1
kampany	 : 2
kampany.	 : 1
kampanyaba	 : 1
kampanyanakiranyitasaval	 : 1
kampanyara	 : 3
kampanyara,	 : 1
kampanyban.	 : 1
kampanycsend,	 : 1
kampanyelott	 : 1
kampanyfonoke	 : 1
kampanyigazgatoja	 : 1
kampanykerdeseve	 : 1
kampanyleroviditesere	 : 1
kampanymozgalom	 : 1
kampanynak.	 : 2
kampanyokat	 : 1
kampanystab,	 : 1
kampanyszempontjabol	 : 1
kampanyszeruen	 : 1
kampanyt	 : 1
kampf	 : 7
kampf"-ja	 : 1
kampf"-jat	 : 1
kampf**	 : 1
kampf,	 : 1
kampfrol	 : 1
kanabec	 : 1
kanadai	 : 2
kanadai,	 : 1
kanadara	 : 1
kanamitsu,	 : 1
kanawa,	 : 1
kanban	 : 1
kandidatus	 : 1
kandidatus.	 : 1
kandiyohi	 : 1
kane,	 : 1
kane|	 : 1
kangaroos,	 : 1
kanjorski	 : 3
kankakee	 : 1
kannibalok"	 : 1
kansas	 : 4
kansas,	 : 1
kant	 : 9
kant's	 : 8
kant**	 : 3
kant,	 : 3
kantanian	 : 1
kanther's	 : 1
kantian	 : 2
kanyargos	 : 1
kanyarit"]	 : 1
kanyaritott	 : 3
kanyaritsa	 : 1
kanyarodo	 : 1
kanyarodva	 : 1
kanyarral	 : 1
kanyec]	 : 2
kaosz	 : 5
kaosz.	 : 1
kaoszhoz,	 : 1
kaoszra]	 : 1
kaoszteremtesben	 : 1
kaotikus,	 : 1
kap	 : 18
kap,	 : 1
kap.	 : 5
kap][hogyan	 : 1
kapacitas	 : 2
kapacitas.	 : 1
kapacitasa:	 : 1
kapacitasnak	 : 1
kapacitasok	 : 1
kapacitasokat	 : 1
kapacitast:	 : 1
kapacitasu	 : 1
kaparintottak	 : 1
kapart	 : 1
kapartak	 : 1
kapaszkodjunk.)	 : 1
kapaszkodnak	 : 1
kapaszkodni	 : 1
kapaszkodokat,	 : 1
kapcsan	 : 21
kapcsan.	 : 2
kapcsan...pedig	 : 1
kapcsan.szerinte	 : 1
kapcsanatalakulnak...ismet	 : 1
kapcsanelkovettek.	 : 1
kapcsanmegallapitotta,	 : 1
kapcsolat	 : 1
kapcsolat(magyar	 : 1
kapcsolat.	 : 2
kapcsolata	 : 1
kapcsolatai	 : 1
kapcsolatai,	 : 1
kapcsolatai.	 : 1
kapcsolataik	 : 3
kapcsolataikat	 : 4
kapcsolataikban,	 : 4
kapcsolataikkal	 : 1
kapcsolatainak	 : 1
kapcsolatait	 : 3
kapcsolatait.[valamit	 : 1
kapcsolatalakult	 : 1
kapcsolatanak	 : 1
kapcsolatarol	 : 1
kapcsolatba	 : 1
kapcsolatban	 : 22
kapcsolatban!	 : 1
kapcsolatban,	 : 4
kapcsolatban.	 : 5
kapcsolatbankritikaval	 : 1
kapcsolatbantiltakozo	 : 1
kapcsolatepitesbe	 : 1
kapcsolatfejlesztesi	 : 1
kapcsolatfelvetel	 : 1
kapcsolatfelvetelet	 : 1
kapcsolatfelvetelrol	 : 1
kapcsolati	 : 1
kapcsolatok	 : 10
kapcsolatok".	 : 1
kapcsolatokat	 : 5
kapcsolatokat.	 : 1
kapcsolatokban	 : 1
kapcsolatokert	 : 2
kapcsolatokigazgatoja]az	 : 1
kapcsolatokkal	 : 1
kapcsolatos	 : 36
kapcsolatos,	 : 2
kapcsolatosan	 : 1
kapcsolatosnevvitara.	 : 1
kapcsolatosrendezvenyek	 : 1
kapcsolatostargyalasok	 : 1
kapcsolatot	 : 8
kapcsolatot"	 : 1
kapcsolatot?	 : 1
kapcsolatrendszere	 : 1
kapcsolattartast	 : 1
kapcsolatukban	 : 1
kapcsolatunk	 : 2
kapcsolodik	 : 3
kapcsolodnak.	 : 1
kapcsolodnunk,	 : 1
kapcsolodo	 : 7
kapcsolodo,	 : 1
kapcsolodomtelefonon.	 : 1
kapcsolodott	 : 1
kapcsolodtak	 : 1
kapcsolodtak,	 : 1
kaphat	 : 1
kaphatja	 : 1
kaphatnak	 : 1
kaphato	 : 2
kaphato,	 : 1
kaphato:	 : 1
kaphatoarra,	 : 1
kapisztran	 : 1
kapital	 : 1
kapitalis	 : 4
kapitalista	 : 1
kapitalizacio.	 : 4
kapitalizmus	 : 2
kapitalizmusba	 : 1
kapitalizmusozsakmanyehes	 : 1
kapitalizmusra	 : 1
kapitalizmust	 : 1
kapitany:	 : 1
kapitulalt	 : 1
kapja	 : 4
kapjak	 : 12
kapjanak	 : 1
kapjon	 : 3
kapjon,	 : 1
kapjon.	 : 2
kapkowski	 : 2
kaplan	 : 2
kaplan,	 : 1
kaplan|	 : 5
kapna	 : 3
kapna.	 : 1
kapnak	 : 3
kapnak,	 : 1
kapnak,"akkor	 : 1
kapnak.	 : 3
kapni	 : 3
kapni.	 : 1
kapni...	 : 1
kapni?	 : 1
kapok	 : 1
kapokrol	 : 1
kapolyi	 : 1
kapora	 : 1
kaposvari	 : 4
kaposvarott	 : 2
kaposztabotrany	 : 1
kaposztat?]	 : 1
kapott	 : 44
kapott,	 : 2
kapott.	 : 5
kapottcsurka,	 : 1
kapottkulfoldi	 : 1
kappler	 : 2
kaprazat.	 : 1
kapta	 : 9
kapta,	 : 1
kapta.	 : 3
kaptak	 : 11
kaptak,	 : 1
kaptak.	 : 1
kaptaksemmit	 : 1
kaptam	 : 2
kaptatok	 : 1
kaptuk	 : 1
kaptuk!	 : 1
kaptunk	 : 1
kaptunk,	 : 1
kaptur	 : 5
kapu,	 : 1
kapualjakban	 : 1
kapuban,	 : 1
kapuira	 : 1
kapuit,	 : 1
kapujan	 : 1
kapukat!	 : 1
kapukat!foglalkozzunk	 : 1
kapukat,	 : 1
kapukon	 : 1
kapukra	 : 1
kapun	 : 1
kapunk	 : 4
kapunk,	 : 1
kapusany	 : 2
kaput,	 : 1
kapuvari	 : 1
kapva!)	 : 1
kapzsi,	 : 1
kar	 : 5
kar,	 : 9
kar-potlasi	 : 1
kar.	 : 1
kara	 : 2
kara,aki	 : 1
karachi	 : 1
karacsonykor,	 : 1
karadzic	 : 6
karadzic's	 : 1
karadzic).	 : 1
karadzic...	 : 1
karadzicis	 : 1
karadzicshould	 : 1
karadzsics	 : 2
karaira	 : 1
karaira,	 : 1
karakoszorcsogon	 : 1
karakoszorcsokon	 : 1
karakter	 : 1
karamazov,	 : 1
karambol,hany	 : 1
karamozov.	 : 1
karan	 : 2
karara	 : 5
karat!==hazai	 : 1
karat!]	 : 1
karate	 : 2
karban	 : 2
karbyshev	 : 2
karcagon.	 : 1
kardcsapat,	 : 1
kardcsorteto	 : 1
karddal.	 : 1
kardoskodtak,	 : 1
karel2	 : 1
karen	 : 2
karhozat	 : 1
karib-tengeri	 : 1
karibilapban	 : 1
karikacsapas:	 : 1
karikaturajat	 : 1
karikaturalis	 : 1
karina	 : 1
karizmatikusvezeto	 : 1
karjat,	 : 1
kark	 : 1
karl	 : 16
karmaban]	 : 2
karmentes	 : 1
karmentes"	 : 1
karmento	 : 1
karnes|	 : 1
karok	 : 7
karokat	 : 5
karokatokoznak	 : 1
karokert	 : 1
karokhallgatoi	 : 1
karokra	 : 1
karoltve".	 : 1
karoly	 : 11
karoly,	 : 1
karolyhoz	 : 1
karolyi	 : 5
karolyi-kormanytargyalasait,	 : 1
karolyit	 : 1
karolyok,	 : 1
karolyrol	 : 1
karolyt,	 : 1
karolytol	 : 1
karos	 : 6
karos,	 : 2
karosultjai	 : 1
karpat-medence	 : 1
karpat-medenceben	 : 4
karpat-medenceben,	 : 1
karpat-medenceben.	 : 1
karpat-medencei	 : 1
karpat-medencen	 : 1
karpatalja	 : 2
karpataljai	 : 4
karpataljai,	 : 2
karpataljan	 : 1
karpati	 : 2
karpatmedenceben	 : 1
karpatok	 : 1
karpatokgeniuszanak	 : 1
karpinski	 : 5
